country,city,lat,lng,population
Germany,Hof,50.3167,11.9167,46963
Italy,San Benedetto del Tronto,42.9438,13.8833,46957
India,Nandikotkūr,15.8667,78.2667,46953
United States,La Mirada,33.9025,-118.0093,46945
Spain,Denia,38.8444,0.1111,46942
Japan,Tomioka,36.2599,138.8899,46928
Finland,Hyvinkää,60.6333,24.8500,46925
United States,Huntsville,30.7009,-95.5567,46917
India,Selu,19.4551,76.4372,46915
United Kingdom,Stretford,53.4466,-2.3086,46910
Netherlands,Soest,52.1733,5.2917,46906
Egypt,Maţāy,28.4189,30.7792,46903
India,Mēla Gūdalūr,9.6806,77.2462,46900
Italy,Martina Franca,40.7000,17.3333,46900
Colombia,Valencia,8.2000,-76.2167,46897
Brazil,Campo Maior,-4.8278,-42.1686,46893
Haiti,Borgne,19.8451,-72.5235,46886
Philippines,Kabasalan,7.7968,122.7627,46884
Brazil,Poções,-14.5297,-40.3653,46879
Italy,Lecco,45.8533,9.3905,46871
United Kingdom,Banbury,52.0610,-1.3360,46853
United Kingdom,Beckenham,51.4080,-0.0220,46844
Japan,Noboribetsu,42.4167,141.1000,46838
Germany,Albstadt,48.2119,9.0239,46831
Brazil,João Pinheiro,-17.7442,-46.1739,46801
Czechia,Děčín,50.7736,14.1961,46799
Norway,Lørenskog,59.8989,10.9642,46797
China,Nanzhuangzhen,23.7210,102.8231,46790
United Kingdom,Greenford,51.5299,-0.3488,46787
United States,Rowland Heights,33.9716,-117.8912,46787
United States,Beavercreek,39.7310,-84.0624,46787
Mexico,Santiago,25.4333,-100.1333,46784
Philippines,Isabel,10.9300,124.4300,46781
United Kingdom,Ayr,55.4580,-4.6290,46780
Ecuador,San Jacinto de Buena Fe,-0.8986,-79.4889,46779
Mexico,Teotihuacan,19.6897,-98.8608,46779
Mexico,Santa Ana Chiautempan,19.3167,-98.1833,46776
United States,Los Banos,37.0630,-120.8406,46776
Syria,Al Quşayr,34.5078,36.5803,46772
Brazil,Araioses,-2.8900,-41.9031,46771
France,Brive-la-Gaillarde,45.1583,1.5321,46769
United States,Prescott,34.5849,-112.4473,46744
Bosnia and Herzegovina,Lukavac,44.5333,18.5333,46731
Nicaragua,Prinzapolka,13.4000,-83.5667,46730
Cuba,Jesús Menéndez,21.1633,-76.4775,46729
Japan,Sanuki,34.3200,134.1794,46723
Colombia,La Jagua de Ibirico,9.5667,-73.3333,46722
France,Meudon,48.8123,2.2382,46722
"Korea, South",Taebaek,37.1667,128.9833,46715
Kazakhstan,Stepnogorsk,52.3497,71.8900,46712
Brazil,Guaramirim,-26.4728,-49.0028,46711
Italy,Cologno Monzese,45.5286,9.2783,46707
Canada,Woodstock,43.1306,-80.7467,46705
India,Punalūr,9.0170,76.9260,46702
India,Kampli,15.4063,76.6001,46701
China,Yashan,22.4776,112.7289,46700
Israel,Ramat HaSharon,32.1461,34.8394,46700
Dominican Republic,La Caleta,18.4500,-69.6833,46698
United States,South Brunswick,40.3840,-74.5256,46686
South Africa,Kuilsrivier,-33.9414,18.7066,46685
Germany,Rodgau,50.0167,8.8833,46683
Philippines,Norala,6.5500,124.6700,46682
India,Nellikkuppam,11.7667,79.6833,46679
China,Daxiang,22.3775,112.8008,46674
Japan,Hioki,31.6336,130.4025,46671
Netherlands,Ridderkerk,51.8667,4.6000,46671
United States,Gallatin,36.3782,-86.4698,46667
China,Dongnanyanfa,39.6300,116.4083,46661
India,Padra,22.2300,73.0800,46660
Ukraine,Okhtyrka,50.3030,34.8920,46660
Japan,Fujiyoshida,35.4875,138.8077,46659
Indonesia,Muara Teweh,-0.9535,114.8981,46652
Argentina,Libertador General San Martín,-23.8000,-64.7833,46642
Mexico,El Dorado,24.3231,-107.3631,46628
Bolivia,Puerto Villarroel,-16.8667,-64.7831,46627
Russia,Donetsk,48.3333,39.9333,46623
Canada,Langford Station,48.4506,-123.5058,46584
India,Obra,24.4200,82.9800,46574
Germany,Schwerte,51.4458,7.5653,46571
Madagascar,Faratsiho,-19.4064,46.9519,46569
Japan,Nakai,33.5833,133.6333,46567
Canada,Quinte West,44.1833,-77.5667,46560
Philippines,Montevista,7.7053,125.9903,46558
Russia,Yurga,55.7231,84.8861,46556
Spain,San Felíu de Llobregat,41.3833,2.0439,46554
Netherlands,Schagen,52.7833,4.8000,46553
Morocco,Al Aaroui,34.9833,-3.0167,46540
United States,Olive Branch,34.9610,-89.8469,46538
"Bahamas, The",Lucaya,26.5117,-78.6431,46525
India,Aland,17.5642,76.5685,46523
Burkina Faso,Dori,14.0300,-0.0300,46521
Philippines,Tuy,14.0200,120.7300,46519
Dominican Republic,Puñal,19.4000,-70.6167,46516
France,Livry-Gargan,48.9192,2.5361,46507
Iraq,Ḩadīthah,34.1366,42.3773,46500
United States,Attleboro,41.9311,-71.2950,46499
Philippines,Lower Tungawan,7.6047,122.4228,46497
Poland,Świętochłowice,50.2919,18.9178,46494
Finland,Järvenpää,60.4750,25.0917,46490
India,Vuyyūru,16.3667,80.8500,46490
Philippines,Cordon,16.6700,121.4500,46477
India,Kadinamkulam,8.6000,76.8167,46476
Portugal,Corroios,38.6147,-9.1508,46475
India,Mānvi,15.9833,77.0500,46465
"Korea, South",Jeomchon,36.6028,127.3042,46452
Poland,Wejherowo,54.6000,18.2500,46446
Brazil,Santa Cruz do Rio Pardo,-22.8989,-49.6328,46442
New Zealand,Nelson,-41.2931,173.2381,46437
Poland,Skierniewice,51.9528,20.1417,46437
Mali,Kita,13.0504,-9.4833,46435
United States,Salina,38.8136,-97.6143,46432
France,Carcassonne,43.2100,2.3500,46429
Czechia,Mladá Boleslav,50.4125,14.9044,46428
Argentina,Río Tercero,-32.1833,-64.1000,46421
Australia,Pakenham,-38.0712,145.4878,46421
Iran,Sardasht,36.1553,45.4800,46412
Mexico,La Independencia,16.2526,-92.0237,46409
Uzbekistan,Quva,40.5247,72.0700,46400
Italy,Lissone,45.6167,9.2500,46394
Russia,Kurganinsk,44.8667,40.6167,46393
Poland,Starogard Gdański,53.9667,18.5333,46373
India,Nilambūr,11.2769,76.2258,46366
China,Shahezhai,40.0892,119.6019,46356
United Kingdom,Kilmarnock,55.6111,-4.4957,46350
Italy,Marino,41.7667,12.6667,46347
United States,Farmington,36.7555,-108.1823,46339
China,Cuihua,27.7377,103.8574,46324
Colombia,La Tebaida,4.4500,-75.8000,46323
India,Bhālki,18.0435,77.2060,46322
Germany,Gotha,50.9492,10.7050,46300
Germany,Filderstadt,48.6803,9.2183,46295
Guatemala,Génova,14.6167,-91.8333,46294
Morocco,Mrirt,33.1667,-5.5667,46285
Germany,Halle-Neustadt,51.4789,11.9214,46280
Philippines,Pagalungan,7.0592,124.6987,46277
France,Montrouge,48.8172,2.3219,46273
Poland,Starachowice,51.0500,21.0667,46270
Bulgaria,Vidin,43.9931,22.8722,46269
Japan,Kurayoshi,35.4333,133.8167,46269
Guinea-Bissau,Farim,12.4833,-15.2167,46268
United States,Whitney,36.1008,-115.0379,46268
Bolivia,Cobija,-11.0333,-68.7333,46267
China,Zhongzhai,25.7783,107.8665,46267
Algeria,Douera,36.6667,2.9500,46266
India,Anandpur,21.2141,86.1249,46263
Italy,Capannori,43.8756,10.5736,46253
Niger,Kouré,13.3106,2.5760,46249
Spain,Santurce-Antiguo,43.3303,-3.0314,46247
Japan,Takashima,35.3500,136.0333,46246
Italy,Nichelino,44.9955,7.6466,46244
Philippines,Pilar,14.6700,120.5700,46239
Philippines,Talisay,14.1000,121.0200,46238
Philippines,Narvacan,17.4192,120.4756,46234
United States,Potomac,39.0141,-77.1943,46230
Czechia,Jablonec nad Nisou,50.7244,15.1681,46226
Serbia,Aranđelovac,44.3042,20.5561,46225
Brazil,Santana do Ipanema,-9.3778,-37.2450,46220
Japan,Izunokuni,35.0333,138.9333,46212
Japan,Shimeo,33.5914,130.4797,46207
Germany,Fellbach,48.8086,9.2758,46205
Malaysia,Lawas,4.8604,115.4090,46200
Peru,Tingo María,-9.2953,-75.9975,46191
Thailand,Nong Khai,17.8681,102.7444,46180
Germany,Memmingen,47.9878,10.1811,46178
Burma,Labutta,16.1467,94.7611,46170
Morocco,Chefchaouene,35.1714,-5.2697,46168
Colombia,Puerto Tejada,3.2500,-76.4167,46166
Pakistan,Zhob,31.3417,69.4486,46164
Brazil,Seabra,-12.4189,-41.7700,46160
Kazakhstan,Uzynaghash,43.2297,76.3100,46159
Spain,Mislata,39.4750,-0.4156,46153
Ethiopia,Weldiya,11.8306,39.6000,46139
Mexico,Tlalmanalco,19.2044,-98.8025,46130
France,Choisy-le-Roi,48.7630,2.4090,46122
Chile,Limache,-33.0167,-71.2667,46121
Brazil,União,-4.5858,-42.8639,46119
Congo (Kinshasa),Manono,-7.2947,27.4545,46111
Brazil,Casimiro de Abreu,-22.4808,-42.2039,46110
Ukraine,Myrnohrad,48.2911,37.2681,46098
Serbia,Borča,44.8697,20.4541,46086
Guatemala,Sumpango,14.6478,-90.7347,46082
Japan,Kasaoka,34.5039,133.5100,46080
Turkey,Sapanca,40.6906,30.2703,46080
India,Jammalamadugu,14.8500,78.3800,46069
Belgium,Beringen,51.0507,5.2216,46065
Mexico,Acaxochitlán,20.1667,-98.2000,46065
India,Garhwa,24.1600,83.8075,46059
India,Sikandra Rao,27.7000,78.4000,46038
Haiti,Cavaillon,18.2999,-73.6546,46037
Morocco,Aourir,30.4833,-9.6333,46032
South Africa,Bothaville,-27.3833,26.6167,46030
United States,Urbandale,41.6390,-93.7812,46026
Angola,Tombôco,-6.8000,13.3000,46025
India,Nawāshahr,31.1167,76.1333,46023
United States,Strongsville,41.3128,-81.8313,46022
Argentina,Trenque Lauquen,-35.9667,-62.7000,46019
India,Rānāvāv,21.6800,69.7500,46018
Brazil,Mairinque,-23.5464,-47.1836,46015
United States,Arlington,42.4187,-71.1639,46015
Brazil,Olímpia,-20.7369,-48.9150,46013
India,Bihāt,25.4253,86.0208,46012
Rwanda,Gahini,-1.8244,30.5175,46009
Burma,Mindat,21.3667,93.9833,46008
Yemen,Bājil,15.0590,43.2873,46005
China,Huilongcun,32.7028,115.4742,46000
Haiti,Camp Perrin,18.3265,-73.8673,46000
Kenya,Isiolo,0.3500,37.5833,45989
Madagascar,Amboasary,-25.0364,46.3843,45989
China,Longtancun,26.4106,104.0051,45987
Syria,Ḩarastā,33.5587,36.3652,45974
Thailand,Ban Bang Mae Nang,13.8521,100.3889,45974
Taiwan,Donggang,22.4667,120.4544,45972
Japan,Kikuchi,32.9794,130.8133,45971
Costa Rica,San Rafael,10.0417,-84.0750,45965
Philippines,Dingle,11.0500,122.6700,45965
Brazil,Jaguaquara,-13.5308,-39.9708,45964
Mali,Markala,13.6739,-6.0750,45961
Panama,Santiago,8.1004,-80.9833,45955
India,Coonoor,11.3450,76.7950,45954
Poland,Wodzisław Śląski,50.0000,18.4500,45949
France,Rosny-sous-Bois,48.8667,2.4833,45947
India,Thoubāl,24.6300,94.0200,45947
Japan,Tamagawa,33.6389,130.8061,45946
Brazil,Paraguaçu Paulista,-22.4197,-50.5797,45945
"Bahamas, The",Freeport City,26.5286,-78.6967,45945
United States,Bridgewater,40.5934,-74.6076,45943
Portugal,Ourém,39.6500,-8.5833,45932
Philippines,Lupao,15.8794,120.8994,45917
France,Noisy-le-Sec,48.8894,2.4503,45915
Japan,Hokota,36.1587,140.5164,45910
Philippines,Lumba-a-Bayabao,7.8800,124.3800,45909
Senegal,Joal-Fadiout,14.1531,-16.8316,45903
Burkina Faso,Koupéla,12.1794,-0.3517,45900
Brazil,Campo Novo do Parecis,-13.6750,-57.8919,45899
Peru,Chepén,-7.2271,-79.4298,45897
Germany,Bünde,52.2000,8.6000,45891
Greece,Stavroúpoli,40.6667,22.9333,45891
Norway,Arendal,58.4617,8.7721,45891
India,Dharmaragar,24.3785,92.1783,45887
Brazil,Juína,-11.3778,-58.7408,45869
France,Talence,44.8000,-0.5840,45869
South Africa,Parys,-26.9000,27.4500,45868
Turkey,Bucak,37.4592,30.5953,45865
United States,Middletown,40.1790,-74.9059,45860
Syria,Tallbīsah,34.8407,36.7309,45853
Argentina,Chajarí,-30.7667,-57.9833,45848
Brazil,Igarapé,-20.0700,-44.3019,45847
India,Pākaur,24.6300,87.8500,45840
Italy,Settimo Torinese,45.1333,7.7667,45840
Japan,Shima,34.3333,136.8333,45834
United Kingdom,Cheshunt,51.7020,-0.0350,45832
Russia,Vyshniy Volochëk,57.5833,34.5667,45830
India,Shertallai,9.6869,76.3361,45827
United Kingdom,Havant,50.8517,-0.9842,45826
Morocco,Tan-Tan,28.4333,-11.1000,45821
Burkina Faso,Aribinda,14.2292,-0.8633,45818
China,Hexiwu,39.6225,116.9539,45814
United States,Pahrump,36.2235,-115.9974,45811
Vietnam,Phan Rí Cửa,11.1739,108.5661,45805
Bulgaria,Velingrad,42.0167,24.0000,45803
Germany,Kaufbeuren,47.8800,10.6225,45792
India,Nawai,26.3824,75.9240,45787
Cuba,Salvador,20.2094,-75.2231,45773
Pakistan,Badrashni,33.9886,72.0250,45771
Algeria,Ouled Moussa,36.6831,3.3681,45770
Belgium,Borgerhout,51.2167,4.4333,45769
India,Gollalagunta,17.1672,82.2847,45768
United States,Hackensack,40.8891,-74.0462,45768
China,Dongsu,38.0153,115.1461,45748
Japan,Kariya,34.7517,134.3931,45747
Philippines,Tantangan,6.6200,124.7500,45744
Mali,Dialakorodji,12.7036,-7.9647,45740
United States,Wentzville,38.8153,-90.8669,45734
Canada,St. Thomas,42.7750,-81.1833,45732
Philippines,Maluso,6.5500,121.8800,45730
India,Rājgarh,24.0300,76.8800,45726
Turkey,Muradiye,38.9947,43.7681,45718
Tunisia,La Goulette,36.8181,10.3050,45711
United States,Plainfield,41.6207,-88.2253,45705
China,Changchong,26.3404,107.1866,45702
South Sudan,Yambio,4.5705,28.4163,45685
United States,Haltom City,32.8176,-97.2707,45681
Mexico,Santa María Huatulco,15.8500,-96.3333,45680
India,Farrukhnagar,17.0778,78.2011,45675
Belgium,Dendermonde,51.0333,4.1000,45673
Japan,Hokuto,41.8242,140.6528,45661
Sri Lanka,Puttalam,8.0330,79.8260,45661
China,Shangpa,26.9195,98.9516,45658
United States,Altamonte Springs,28.6615,-81.3953,45657
France,Belfort,47.6400,6.8500,45646
Finland,Lohja,60.2500,24.0667,45645
Brazil,Porangatu,-13.4408,-49.1486,45633
India,Chattamangalam,11.2960,75.9150,45628
Philippines,Jones,16.5583,121.7000,45628
Cuba,Remedios,22.4922,-79.5458,45621
China,Tangdukou,27.0000,111.2001,45617
Algeria,Tindouf,27.6753,-8.1286,45610
Venezuela,El Valle del Espíritu Santo,10.9833,-63.8833,45606
China,Qianjiang Shequ,23.6157,108.9603,45602
Argentina,La Calera,-31.3439,-64.3353,45600
United States,Keller,32.9335,-97.2256,45598
Japan,Kitakata,37.6511,139.8748,45590
United States,Odenton,39.0661,-76.6938,45585
China,Caiguantun,26.3363,105.9841,45580
Cuba,Nueva Gerona,21.8847,-82.8011,45577
China,Baiji,26.1041,106.9900,45576
Italy,Ascoli Piceno,42.8547,13.5753,45571
France,Alfortville,48.8050,2.4239,45569
United Kingdom,Kirkby,53.4800,-2.8900,45564
Brazil,Mauriti,-7.3889,-38.7739,45561
United States,Ashburn,39.0277,-77.4714,45551
Cuba,Río Cauto,20.5636,-76.9172,45545
Mexico,Guacharachi,27.1500,-107.3167,45544
Philippines,Talagutong,6.2700,125.6700,45540
India,Kumta,14.4264,74.4122,45538
United States,Elmhurst,41.8973,-87.9432,45538
Somalia,Busaar,2.6778,41.3253,45533
Mexico,Cuautepec de Hinojosa,20.1500,-98.4333,45527
United States,Manchester,39.9652,-74.3738,45527
Mali,Sangarébougou,12.9697,-8.4375,45518
Germany,Brühl,50.8333,6.9000,45515
Ukraine,Rovenky,48.0711,39.3428,45514
Netherlands,Veldhoven,51.4200,5.4050,45500
Brazil,Canela,-29.3562,-50.8136,45488
Kenya,Voi,-3.3696,38.5700,45483
India,Warud,21.4167,78.4000,45482
India,Pāndhurnā,21.6000,78.5200,45479
United Kingdom,Salisbury,51.0697,-1.7950,45477
Niger,Gaya,11.8853,3.4549,45465
Iran,Bāfq,31.6050,55.4056,45453
Serbia,Surčin,44.7944,20.2781,45452
Brazil,Lábrea,-7.2589,-64.7978,45448
Netherlands,Kerkrade,50.8667,6.0667,45442
United States,Mount Laurel,39.9483,-74.9047,45427
Central African Republic,Carnot,4.9400,15.8700,45421
Libya,Birāk,27.5333,14.2834,45421
India,Ganapathivattam,11.6700,76.2800,45417
Colombia,San Pelayo,8.9667,-75.8500,45396
Portugal,Olhão,37.0278,-7.8389,45396
United States,East Lansing,42.7480,-84.4836,45394
Taiwan,Fuxing,24.0341,120.4235,45388
Tanzania,Mbulu,-3.8500,35.5500,45384
Philippines,Palayan City,15.5422,121.0844,45383
Ecuador,Jipijapa,-1.3486,-80.5786,45382
Germany,Weinheim,49.5500,8.6667,45381
India,Gobārdānga,22.8700,88.7600,45377
Greece,Pýrgos,37.6667,21.4333,45365
Brazil,São Bento do Una,-8.5228,-36.4439,45360
United Kingdom,Erith,51.4800,0.1778,45345
Spain,San Antonio Abad,37.6261,-0.9896,45335
Russia,Nazarovo,56.0000,90.3833,45333
United States,West Seneca,42.8374,-78.7509,45329
Costa Rica,San Isidro,9.3403,-83.7338,45327
Germany,Neustadt am Rübenberge,52.5000,9.4667,45325
Mexico,Ciudad de Huajuapam de León,17.8000,-97.7667,45321
Israel,Karmiel,32.9136,35.2961,45300
Chile,Vallenar,-28.5708,-70.7581,45298
Burkina Faso,Gaoua,10.3167,-3.1667,45284
Turkey,Yatağan,37.3425,28.1394,45283
Italy,Rieti,42.4044,12.8567,45276
United States,Webster,43.2294,-77.4454,45276
Canada,Saint-Eustache,45.5700,-73.9000,45276
United States,Brentwood,35.9918,-86.7758,45272
Poland,Puławy,51.4167,21.9667,45267
Philippines,Tayug,16.0267,120.7478,45241
Mali,Misséni,10.3181,-6.0758,45240
Russia,Vyksa,55.3167,42.1667,45240
United States,Sayreville,40.4656,-74.3237,45237
Yemen,Radā‘,14.4151,44.8371,45233
Russia,Nadym,65.5333,72.5167,45229
Chad,Kelo,9.3100,15.8100,45224
Brazil,Jaraguá,-15.7569,-49.3339,45223
Tajikistan,Chimteppa,38.4667,68.7333,45221
Bosnia and Herzegovina,Gračanica,44.7031,18.3101,45220
Brazil,Cornélio Procópio,-23.1808,-50.6469,45206
Italy,Vercelli,45.3256,8.4231,45206
United States,Sierra Vista,31.5630,-110.3153,45203
United Kingdom,Ashton,53.4897,-2.0952,45198
Spain,Puertollano,38.6833,-4.1167,45195
Burkina Faso,Gaoua,10.3167,-3.1667,45189
Netherlands,Drachten,53.1000,6.1000,45186
India,Jukal,18.3689,77.6169,45165
Netherlands,Medemblik,52.6833,5.0333,45165
Italy,Paterno,37.5667,14.9025,45162
Congo (Kinshasa),Inongo,-1.9500,18.2667,45159
Egypt,Banī ‘Ubayd,31.0247,31.6487,45157
Brazil,Presidente Dutra,-5.2900,-44.4900,45155
United States,Morgan Hill,37.1325,-121.6419,45152
Burkina Faso,Garango,11.8000,-0.5500,45150
Algeria,Hassi Messaoud,31.7000,6.0667,45147
Brazil,Pau d’Alho,-7.8969,-35.1800,45138
Philippines,Basud,14.0700,122.9700,45133
United Kingdom,Surbiton,51.3940,-0.3070,45132
Japan,Numata,36.6460,139.0442,45132
India,Seoni Mālwa,22.4508,77.4681,45125
Mali,Massigui,11.8600,-6.7692,45120
Mexico,Montemorelos,25.1872,-99.8267,45108
United Kingdom,Castleford,53.7160,-1.3560,45106
South Africa,Kwaggafontein,-25.3075,28.9469,45104
India,Chalungalpādam,9.5490,76.3237,45102
Philippines,Aguilar,15.8899,120.2379,45100
China,Nanchang,35.6718,111.7521,45098
Germany,Lehrte,52.3667,9.9667,45097
China,Bingmei,25.7408,108.9023,45094
United States,Bountiful,40.8721,-111.8647,45093
United States,Littleton,39.5915,-105.0188,45092
France,Sète,43.4053,3.6975,45090
United States,Pearl City,21.4031,-157.9566,45079
Paraguay,Concepción,-23.4064,-57.4344,45068
Poland,Krosno,49.6833,21.7500,45057
India,Arantāngi,10.1686,78.9920,45056
India,Nāyudupet,13.9000,79.9000,45055
Tunisia,Soliman,36.7000,10.4833,45053
Brazil,Maracaju,-21.6139,-55.1678,45047
Brazil,Caeté,-19.8800,-43.6697,45047
Norway,Haugesund,59.4164,5.2700,45040
Egypt,Naj‘ Ḩammādī,26.0500,32.2500,45038
India,Sundargarh,22.1200,84.0300,45036
Vietnam,Bắc Kạn,22.1333,105.8333,45036
Saudi Arabia,Abqaiq,25.9340,49.6688,45032
United States,Lancaster,42.9099,-78.6378,45027
France,Alès,44.1281,4.0817,45025
Slovakia,Prievidza,48.7714,18.6242,45017
Azerbaijan,Biləcəri,40.4444,49.8057,45008
United States,Lake Ridge,38.6847,-77.3066,45007
Germany,Falkensee,52.5583,13.0917,45005
Netherlands,Heusden,51.7339,5.1383,45005
Kazakhstan,Shchūchīnsk,52.9333,70.2000,45004
Brazil,Lapa,-25.7700,-49.7158,45003
United States,Shakopee,44.7745,-93.4772,45002
Argentina,Pinamar,-37.1000,-56.8500,45000
Cameroon,Baba I,6.0622,10.4903,45000
Guatemala,Rabinal,15.0680,-90.4890,45000
India,Mahālingpur,16.3800,75.1200,45000
India,Bhāyala,22.8335,72.3643,45000
India,Nalegaon,18.4167,76.8167,45000
India,Muddebihāl,16.3300,76.1300,45000
India,Kedgaon,18.4300,74.3500,45000
India,Sachīn,21.0800,72.8800,45000
India,Ālamūru,16.7833,81.9000,45000
Kazakhstan,Qarabulaq,42.5167,69.8000,45000
Laos,Pakxan,18.3964,103.6558,45000
Lebanon,Batroûn,34.2500,35.6500,45000
Libya,Shaḩḩāt,32.8167,21.8500,45000
Pakistan,Kanganpur,30.9489,73.7433,45000
Russia,Parma,65.9230,57.4030,45000
Sudan,Kutum,14.2056,24.6500,45000
South Sudan,Nimule,3.6000,32.0500,45000
Tunisia,Jedeïda,36.8333,9.9167,45000
India,Dīg,27.4700,77.3300,44999
China,Hekou,22.5385,104.0111,44998
United States,Palm Springs,33.8017,-116.5382,44998
Denmark,Næstved,55.2249,11.7842,44996
India,Barnagar,23.0489,75.3780,44996
Pakistan,Tank,32.1300,70.2300,44996
United States,Clermont,28.5325,-81.7208,44984
Ukraine,Marhanets,47.6447,34.6042,44980
Ukraine,Izium,49.2128,37.2569,44979
Mexico,Tres Valles,18.1667,-96.0167,44978
Brazil,Timbó,-26.8233,-49.2717,44977
Philippines,Angadanan,16.7571,121.7479,44977
Brazil,Acopiara,-6.0950,-39.4528,44962
Philippines,Maria Aurora,15.7967,121.4737,44958
United States,Riverton,40.5176,-111.9636,44944
Iran,Āstāneh-ye Ashrafīyeh,37.2658,49.9431,44941
Japan,Inuma,36.0001,139.6242,44928
Italy,Seregno,45.6500,9.2000,44917
United States,The Colony,33.0925,-96.8976,44916
Brazil,Pederneiras,-22.3517,-48.7750,44910
United Kingdom,Catford,51.4452,-0.0207,44905
Poland,Tarnobrzeg,50.5833,21.6833,44901
Sierra Leone,Port Loko,8.7667,-12.7833,44900
Sweden,Borlänge,60.4833,15.4167,44898
India,Charkhi Dādri,28.5900,76.2700,44892
Iran,Āz̄arshahr,37.7628,45.9758,44887
United States,Mankato,44.1715,-93.9772,44882
Philippines,Buguias,16.8033,120.8211,44877
Cuba,Sagua de Tánamo,20.5858,-75.2417,44872
China,Shangshan,23.4792,115.6918,44871
China,Shazhou,40.1376,94.6638,44870
Brazil,Dois Vizinhos,-25.7500,-53.0569,44869
Colombia,Bolívar,1.9708,-76.9694,44868
India,Guledagudda,16.0502,75.7900,44868
Iraq,Al ‘Azīzīyah,32.9094,45.0636,44868
Japan,Tateyama,34.9966,139.8700,44865
Indonesia,Parigi,-7.6914,108.5372,44857
India,Rāmeswaram,9.2880,79.3130,44856
Guatemala,Santiago Atitlán,14.6333,-91.2333,44854
China,Xinji,38.4682,116.8918,44849
Finland,Nurmijärvi,60.4667,24.8083,44833
Australia,Port Macquarie,-31.4333,152.9000,44830
Guatemala,Colotenango,15.4167,-91.7167,44823
Philippines,Nasipit,8.9900,125.3400,44822
Syria,‘Ayn al ‘Arab,36.8910,38.3535,44821
Indonesia,Barru,-4.3587,119.6399,44817
Guatemala,Santa Bárbara,15.3167,-91.6167,44809
Belgium,Merksem,51.2428,4.4414,44808
United States,West Lafayette,40.4432,-86.9238,44802
Brazil,Santana do Paraíso,-19.3639,-42.5689,44800
Philippines,Manjuyod,9.6800,123.1500,44799
Brazil,São Lourenço,-22.1158,-45.0539,44798
Argentina,Balcarce,-37.8456,-58.2578,44796
Indonesia,Pemangkat,1.1768,108.9624,44783
Indonesia,Pemangkat,-1.1003,109.8902,44783
India,Tiruttani,13.1746,79.6117,44781
Russia,Chusovoy,58.3167,57.8167,44780
Japan,Sakura,36.6853,139.9664,44777
Netherlands,Zwijndrecht,51.8240,4.6126,44775
Nicaragua,Chichigalpa,12.5667,-87.0333,44769
Spain,Portugalete,43.3194,-3.0194,44766
China,Liuquancun,39.3635,116.3154,44765
Ukraine,Brianka,48.5133,38.6431,44760
Brazil,Xique-Xique,-10.8229,-42.7281,44757
Germany,Pinneberg,53.6333,9.8000,44756
United States,Mount Pleasant,41.1119,-73.8121,44753
Congo (Kinshasa),Kenge,-4.8056,17.0417,44743
Italy,Cascina,43.6800,10.5003,44735
Brazil,Itaberaí,-16.0200,-49.8100,44734
United Kingdom,Worksop,53.3042,-1.1244,44733
El Salvador,San Pedro Perulapán,13.7667,-89.0333,44730
India,Melūr,10.0313,78.3381,44722
Italy,Terracina,41.2833,13.2500,44720
India,Dhupgāri,26.5889,89.0069,44719
Egypt,Kafr al Baţţīkh,31.4040,31.7378,44716
Italy,Lodi,45.3167,9.5000,44709
Guatemala,Flores,16.9297,-89.8917,44706
United States,Moorhead,46.8673,-96.7461,44706
China,Yaopu,26.1700,105.8489,44703
United States,Cleveland Heights,41.5113,-81.5636,44694
China,Tangjiacun,20.8425,109.8469,44684
Russia,Chebarkul,54.9833,60.3667,44671
Philippines,Katipunan,8.5134,123.2847,44661
Syria,Zamalkā,33.5261,36.3538,44661
Bangladesh,Bhārella,23.5653,91.0889,44656
United States,North Lauderdale,26.2113,-80.2209,44650
Burma,Pyu,18.4819,96.4369,44642
Spain,Puerto del Rosario,28.5000,-13.8667,44638
India,Dowlaiswaram,16.9556,81.7931,44637
Philippines,Concepcion,11.2000,123.1000,44633
Philippines,Dolores,12.0378,125.4828,44626
Brazil,Conceição do Araguaia,-8.2578,-49.2650,44617
Taiwan,Xiluo,23.7827,120.4551,44610
France,Saint-Brieuc,48.5136,-2.7653,44607
Guatemala,Jacaltenango,15.6667,-91.7333,44605
Uganda,Kitgum,3.2889,32.8778,44604
India,Sainthia,23.9451,87.6803,44601
South Sudan,Gogrial,8.5337,28.1167,44600
Brazil,Mamanguape,-6.8389,-35.1258,44599
United States,Fairfield,39.3301,-84.5409,44597
South Africa,Grabouw,-34.1500,19.0167,44593
France,Chalon-sur-Saône,46.7806,4.8528,44592
Philippines,Upper Bicutan,14.4873,121.0503,44592
Brazil,Augusto Correa,-1.0219,-46.6450,44573
Germany,Erkelenz,51.0833,6.3167,44572
Benin,Tori-Bossito,6.5031,2.1450,44569
Italy,Alcamo,37.9667,12.9667,44569
Cuba,Guisa,20.2608,-76.5381,44566
India,Jangamguda,17.6238,78.6251,44562
Colombia,Arboletes,8.8517,-76.4283,44560
Ecuador,Cayambe,0.0439,-78.1561,44559
France,Salon-de-Provence,43.6406,5.0972,44553
Pakistan,Mach,29.8669,67.3264,44542
Burma,Mawlaik,23.2833,94.0833,44540
Brazil,Garça,-22.2153,-49.6511,44532
Argentina,San Vicente,-35.0167,-58.4167,44529
France,Tarbes,43.2300,0.0700,44529
